rank,title,url,price,reviews,author,category,description,thumbnail,createdAt
114,"【完全ブルーオーシャン】超初心者でも30日で10万円『高利益率×高回転』在宅ジャニーズグッズ錬金術
物販
¥39,800
紹介で50%還元（購入者限定）
4.9 (156件)
ぽるとら@ジャニーズBrain総合1位獲得4年前",https://brain-market.com/u/portolano/a/bUTM2ETOgoTZsNWa0JXY,"¥39,800",156,portolano,,"【完全ブルーオーシャン】超初心者でも30日で10万円『高利益率×高回転』在宅ジャニーズグッズ錬金術
物販
¥39,800
紹介で50%還元（購入者限定）
4.9 (156件)
ぽるとら@ジャニーズBrain総合1位獲得4年前",,
115,"【副業AI占い】ChatGPT×Canva【おみくじ＆新春タロット占い】速習パック2024
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (152件)
YUKI2年前",https://brain-market.com/u/yknetdiviner/a/b5MDN4gTMgoTZsNWa0JXY,"¥4,980",152,yknetdiviner,,"【副業AI占い】ChatGPT×Canva【おみくじ＆新春タロット占い】速習パック2024
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (152件)
YUKI2年前",,
116,"【副業占いに禁断の神ツール降臨】シャドウAIタロット鑑定自動化パッケージ
ビジネス
¥35,000
紹介で50%還元（全員）
5.0 (133件)
YUKI1年前",https://brain-market.com/u/yknetdiviner/a/b5UzMxAjMgoTZsNWa0JXY,"¥35,000",133,yknetdiviner,,"【副業占いに禁断の神ツール降臨】シャドウAIタロット鑑定自動化パッケージ
ビジネス
¥35,000
紹介で50%還元（全員）
5.0 (133件)
YUKI1年前",,
117,"【音楽知識ゼロでもプロクオリティ】たった2つの質問であなたのイメージが神曲になるGPTs
その他
¥8,980
紹介で50%還元（全員）
4.9 (130件)
ヌンちゃま🥸AI音楽の先生8ヶ月前",https://brain-market.com/u/meison/a/b0kTMzIjMgoTZsNWa0JXY,"¥8,980",130,meison,,"【音楽知識ゼロでもプロクオリティ】たった2つの質問であなたのイメージが神曲になるGPTs
その他
¥8,980
紹介で50%還元（全員）
4.9 (130件)
ヌンちゃま🥸AI音楽の先生8ヶ月前",,
118,"【200部突破】AIに指示するだけでできる非常識コンテンツメイキング術とその活用術
SEO・ブログ
¥1,980
紹介で50%還元（全員）
5.0 (124件)
coocha3年前",https://brain-market.com/u/coocha/a/b2UzN3UTMgoTZsNWa0JXY,"¥1,980",124,coocha,,"【200部突破】AIに指示するだけでできる非常識コンテンツメイキング術とその活用術
SEO・ブログ
¥1,980
紹介で50%還元（全員）
5.0 (124件)
coocha3年前",,
119,"【YouTube収益化✖️主婦のAI副業】おきるママのYouTube脱サラ計画へようこそ
YouTube
¥29,800
紹介で50%還元（全員）
5.0 (122件)
おきるママ1年前",https://brain-market.com/u/okriumama/a/bwETNyEjMgoTZsNWa0JXY,"¥29,800",122,okriumama,,"【YouTube収益化✖️主婦のAI副業】おきるママのYouTube脱サラ計画へようこそ
YouTube
¥29,800
紹介で50%還元（全員）
5.0 (122件)
おきるママ1年前",,
120,"【AIライジング】GPTsセット80個超｜ChatGPT活用大全付き
マーケティング
¥49,800
紹介で50%還元（全員）
4.9 (123件)
ヒナキラ1年前",https://brain-market.com/u/hinakira/a/bwIDO2AjMgoTZsNWa0JXY,"¥49,800",80,hinakira,,"【AIライジング】GPTsセット80個超｜ChatGPT活用大全付き
マーケティング
¥49,800
紹介で50%還元（全員）
4.9 (123件)
ヒナキラ1年前",,
121,"【AIで鑑定作成】副業占い完全攻略マニュアル【0→1突破ロードマップ付き】
ビジネス
¥9,980
紹介で30%還元（全員）
5.0 (457件)
ねずみくん3年前",https://brain-market.com/u/koki-br/a/b1EzNxUTMgoTZsNWa0JXY,"¥9,980",457,koki-br,,"【AIで鑑定作成】副業占い完全攻略マニュアル【0→1突破ロードマップ付き】
ビジネス
¥9,980
紹介で30%還元（全員）
5.0 (457件)
ねずみくん3年前",,
122,"【爆速で0→1突破へ】AI × 誕生日占い鑑定書作成バイブル～稼ぎに特化した副業ネット占いビジネス
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (420件)
YUKI3年前",https://brain-market.com/u/yknetdiviner/a/b0kTO4cTMgoTZsNWa0JXY,"¥4,980",420,yknetdiviner,,"【爆速で0→1突破へ】AI × 誕生日占い鑑定書作成バイブル～稼ぎに特化した副業ネット占いビジネス
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (420件)
YUKI3年前",,
123,"【シリーズ5冠達成❢】ブロガーも必見！激時短AIライティング術【秀逸】属人性AI導入の指南書～AIコンテンツメイクのすすめ
その他
¥3,980
紹介で50%還元（全員）
5.0 (341件)
右京3年前",https://brain-market.com/u/brain/a/b2cDOxQTMgoTZsNWa0JXY,"¥3,980",341,brain,,"【シリーズ5冠達成❢】ブロガーも必見！激時短AIライティング術【秀逸】属人性AI導入の指南書～AIコンテンツメイクのすすめ
その他
¥3,980
紹介で50%還元（全員）
5.0 (341件)
右京3年前",,
124,"【2025年更新】インスタ占いスタートガイド ~占いもインスタも知識・経験0から始める初心者戦略~【総合ランキング1位獲得👑】【400部突破】
SNS
¥3,980
紹介で50%還元（全員）
5.0 (305件)
リアム | インスタ占い2年前",https://brain-market.com/u/liam_uranai/a/bwgjN5kTMgoTZsNWa0JXY,"¥3,980",305,liam_uranai,,"【2025年更新】インスタ占いスタートガイド ~占いもインスタも知識・経験0から始める初心者戦略~【総合ランキング1位獲得👑】【400部突破】
SNS
¥3,980
紹介で50%還元（全員）
5.0 (305件)
リアム | インスタ占い2年前",,
125,"【超初心者でも勝ち確】労働からの脱却『1年で利益1000万円稼いだ』在宅ジャニーズ円盤投資術
物販
¥39,800
紹介で50%還元（購入者限定）
5.0 (284件)
ぽるとら@ジャニーズBrain総合1位獲得3年前",https://brain-market.com/u/portolano/a/b3YTN2MTMgoTZsNWa0JXY,"¥39,800",284,portolano,,"【超初心者でも勝ち確】労働からの脱却『1年で利益1000万円稼いだ』在宅ジャニーズ円盤投資術
物販
¥39,800
紹介で50%還元（購入者限定）
5.0 (284件)
ぽるとら@ジャニーズBrain総合1位獲得3年前",,
126,"スマホ1台でできる！日記感覚ブログで月3万円を稼ぐ『アメステップ』
ビジネス
¥4,980
紹介で50%還元（購入者限定）
4.8 (274件)
はたぼー2ヶ月前",https://brain-market.com/u/brain-hatabo/a/bzETNzMjMgoTZsNWa0JXY,"¥4,980",274,brain-hatabo,,"スマホ1台でできる！日記感覚ブログで月3万円を稼ぐ『アメステップ』
ビジネス
¥4,980
紹介で50%還元（購入者限定）
4.8 (274件)
はたぼー2ヶ月前",,
127,"【未経験•顔出しなし】TikTok×占い集客完全攻略マニュアル【AIを駆使して投稿作成】
ビジネス
¥100,000
紹介で30%還元（全員）
5.0 (249件)
ねずみくん3年前",https://brain-market.com/u/koki-br/a/bwczN2cTMgoTZsNWa0JXY,"¥100,000",249,koki-br,,"【未経験•顔出しなし】TikTok×占い集客完全攻略マニュアル【AIを駆使して投稿作成】
ビジネス
¥100,000
紹介で30%還元（全員）
5.0 (249件)
ねずみくん3年前",,
128,"【シリーズ３冠達成！】占いビジネス×AIライティング占術～AIコンテンツメイクのすすめ３
ライティング
¥4,980
紹介で50%還元（全員）
5.0 (245件)
YUKI3年前",https://brain-market.com/u/yknetdiviner/a/bwQTM3UTMgoTZsNWa0JXY,"¥4,980",245,yknetdiviner,,"【シリーズ３冠達成！】占いビジネス×AIライティング占術～AIコンテンツメイクのすすめ３
ライティング
¥4,980
紹介で50%還元（全員）
5.0 (245件)
YUKI3年前",,
129,"Brainの始め方
ビジネス
¥3,980
紹介で50%還元（全員）
4.9 (245件)
まりぴん2年前",https://brain-market.com/u/maripin/a/bzIDMxAjMgoTZsNWa0JXY,"¥3,980",245,maripin,,"Brainの始め方
ビジネス
¥3,980
紹介で50%還元（全員）
4.9 (245件)
まりぴん2年前",,
130,"【インスタ占いの全て】インスタ×占いマーケティングで月50万円稼ぐ全てを解説！【210部突破🎉】
マーケティング
¥49,980
紹介で50%還元（全員）
5.0 (231件)
リアム | インスタ占い2年前",https://brain-market.com/u/liam_uranai/a/b1cTM4gTMgoTZsNWa0JXY,"¥49,980",231,liam_uranai,,"【インスタ占いの全て】インスタ×占いマーケティングで月50万円稼ぐ全てを解説！【210部突破🎉】
マーケティング
¥49,980
紹介で50%還元（全員）
5.0 (231件)
リアム | インスタ占い2年前",,
131,"【AIを駆使して本を出す】30 days Kindle Program【最初の1冊を確実に出す完全ロードマップ】
SEO・ブログ
¥7,480
紹介で50%還元（全員）
4.9 (214件)
カン｜超マネタイズKindle出版3年前",https://brain-market.com/u/kan11/a/b3UTO1YTMgoTZsNWa0JXY,"¥7,480",214,kan11,,"【AIを駆使して本を出す】30 days Kindle Program【最初の1冊を確実に出す完全ロードマップ】
SEO・ブログ
¥7,480
紹介で50%還元（全員）
4.9 (214件)
カン｜超マネタイズKindle出版3年前",,
132,"Brain・Tipsアフィリエイトの教科書「理論編」【激辛出版】
マーケティング
¥9,800
紹介で50%還元（全員）
5.0 (202件)
沖ケイタ5ヶ月前",https://brain-market.com/u/oki-keita/a/bzAzM5IjMgoTZsNWa0JXY,"¥9,800",202,oki-keita,,"Brain・Tipsアフィリエイトの教科書「理論編」【激辛出版】
マーケティング
¥9,800
紹介で50%還元（全員）
5.0 (202件)
沖ケイタ5ヶ月前",,
133,"【870部突破】広告業界30年のプロが伝授するAI時代を勝ち抜く10の秘技『人の感情を動かすライティング術』
ライティング
¥24,800
紹介で50%還元（全員）
5.0 (177件)
アラタメ堂9ヶ月前",https://brain-market.com/u/aratamedo/a/bwYDMxIjMgoTZsNWa0JXY,"¥24,800",177,aratamedo,,"【870部突破】広告業界30年のプロが伝授するAI時代を勝ち抜く10の秘技『人の感情を動かすライティング術』
ライティング
¥24,800
紹介で50%還元（全員）
5.0 (177件)
アラタメ堂9ヶ月前",,
134,"【完全ブルーオーシャン】超初心者でも30日で10万円『高利益率×高回転』在宅ジャニーズグッズ錬金術
物販
¥39,800
紹介で50%還元（購入者限定）
4.9 (156件)
ぽるとら@ジャニーズBrain総合1位獲得4年前",https://brain-market.com/u/portolano/a/bUTM2ETOgoTZsNWa0JXY,"¥39,800",156,portolano,,"【完全ブルーオーシャン】超初心者でも30日で10万円『高利益率×高回転』在宅ジャニーズグッズ錬金術
物販
¥39,800
紹介で50%還元（購入者限定）
4.9 (156件)
ぽるとら@ジャニーズBrain総合1位獲得4年前",,
135,"【副業AI占い】ChatGPT×Canva【おみくじ＆新春タロット占い】速習パック2024
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (152件)
YUKI2年前",https://brain-market.com/u/yknetdiviner/a/b5MDN4gTMgoTZsNWa0JXY,"¥4,980",152,yknetdiviner,,"【副業AI占い】ChatGPT×Canva【おみくじ＆新春タロット占い】速習パック2024
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (152件)
YUKI2年前",,
136,"【副業占いに禁断の神ツール降臨】シャドウAIタロット鑑定自動化パッケージ
ビジネス
¥35,000
紹介で50%還元（全員）
5.0 (133件)
YUKI1年前",https://brain-market.com/u/yknetdiviner/a/b5UzMxAjMgoTZsNWa0JXY,"¥35,000",133,yknetdiviner,,"【副業占いに禁断の神ツール降臨】シャドウAIタロット鑑定自動化パッケージ
ビジネス
¥35,000
紹介で50%還元（全員）
5.0 (133件)
YUKI1年前",,
137,"【音楽知識ゼロでもプロクオリティ】たった2つの質問であなたのイメージが神曲になるGPTs
その他
¥8,980
紹介で50%還元（全員）
4.9 (130件)
ヌンちゃま🥸AI音楽の先生8ヶ月前",https://brain-market.com/u/meison/a/b0kTMzIjMgoTZsNWa0JXY,"¥8,980",130,meison,,"【音楽知識ゼロでもプロクオリティ】たった2つの質問であなたのイメージが神曲になるGPTs
その他
¥8,980
紹介で50%還元（全員）
4.9 (130件)
ヌンちゃま🥸AI音楽の先生8ヶ月前",,
138,"【200部突破】AIに指示するだけでできる非常識コンテンツメイキング術とその活用術
SEO・ブログ
¥1,980
紹介で50%還元（全員）
5.0 (124件)
coocha3年前",https://brain-market.com/u/coocha/a/b2UzN3UTMgoTZsNWa0JXY,"¥1,980",124,coocha,,"【200部突破】AIに指示するだけでできる非常識コンテンツメイキング術とその活用術
SEO・ブログ
¥1,980
紹介で50%還元（全員）
5.0 (124件)
coocha3年前",,
139,"【YouTube収益化✖️主婦のAI副業】おきるママのYouTube脱サラ計画へようこそ
YouTube
¥29,800
紹介で50%還元（全員）
5.0 (122件)
おきるママ1年前",https://brain-market.com/u/okriumama/a/bwETNyEjMgoTZsNWa0JXY,"¥29,800",122,okriumama,,"【YouTube収益化✖️主婦のAI副業】おきるママのYouTube脱サラ計画へようこそ
YouTube
¥29,800
紹介で50%還元（全員）
5.0 (122件)
おきるママ1年前",,
140,"【AIライジング】GPTsセット80個超｜ChatGPT活用大全付き
マーケティング
¥49,800
紹介で50%還元（全員）
4.9 (123件)
ヒナキラ1年前",https://brain-market.com/u/hinakira/a/bwIDO2AjMgoTZsNWa0JXY,"¥49,800",80,hinakira,,"【AIライジング】GPTsセット80個超｜ChatGPT活用大全付き
マーケティング
¥49,800
紹介で50%還元（全員）
4.9 (123件)
ヒナキラ1年前",,
141,"【AIで鑑定作成】副業占い完全攻略マニュアル【0→1突破ロードマップ付き】
ビジネス
¥9,980
紹介で30%還元（全員）
5.0 (457件)
ねずみくん3年前",https://brain-market.com/u/koki-br/a/b1EzNxUTMgoTZsNWa0JXY,"¥9,980",457,koki-br,,"【AIで鑑定作成】副業占い完全攻略マニュアル【0→1突破ロードマップ付き】
ビジネス
¥9,980
紹介で30%還元（全員）
5.0 (457件)
ねずみくん3年前",,
142,"【爆速で0→1突破へ】AI × 誕生日占い鑑定書作成バイブル～稼ぎに特化した副業ネット占いビジネス
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (420件)
YUKI3年前",https://brain-market.com/u/yknetdiviner/a/b0kTO4cTMgoTZsNWa0JXY,"¥4,980",420,yknetdiviner,,"【爆速で0→1突破へ】AI × 誕生日占い鑑定書作成バイブル～稼ぎに特化した副業ネット占いビジネス
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (420件)
YUKI3年前",,
143,"【シリーズ5冠達成❢】ブロガーも必見！激時短AIライティング術【秀逸】属人性AI導入の指南書～AIコンテンツメイクのすすめ
その他
¥3,980
紹介で50%還元（全員）
5.0 (341件)
右京3年前",https://brain-market.com/u/brain/a/b2cDOxQTMgoTZsNWa0JXY,"¥3,980",341,brain,,"【シリーズ5冠達成❢】ブロガーも必見！激時短AIライティング術【秀逸】属人性AI導入の指南書～AIコンテンツメイクのすすめ
その他
¥3,980
紹介で50%還元（全員）
5.0 (341件)
右京3年前",,
144,"【2025年更新】インスタ占いスタートガイド ~占いもインスタも知識・経験0から始める初心者戦略~【総合ランキング1位獲得👑】【400部突破】
SNS
¥3,980
紹介で50%還元（全員）
5.0 (305件)
リアム | インスタ占い2年前",https://brain-market.com/u/liam_uranai/a/bwgjN5kTMgoTZsNWa0JXY,"¥3,980",305,liam_uranai,,"【2025年更新】インスタ占いスタートガイド ~占いもインスタも知識・経験0から始める初心者戦略~【総合ランキング1位獲得👑】【400部突破】
SNS
¥3,980
紹介で50%還元（全員）
5.0 (305件)
リアム | インスタ占い2年前",,
145,"【超初心者でも勝ち確】労働からの脱却『1年で利益1000万円稼いだ』在宅ジャニーズ円盤投資術
物販
¥39,800
紹介で50%還元（購入者限定）
5.0 (284件)
ぽるとら@ジャニーズBrain総合1位獲得3年前",https://brain-market.com/u/portolano/a/b3YTN2MTMgoTZsNWa0JXY,"¥39,800",284,portolano,,"【超初心者でも勝ち確】労働からの脱却『1年で利益1000万円稼いだ』在宅ジャニーズ円盤投資術
物販
¥39,800
紹介で50%還元（購入者限定）
5.0 (284件)
ぽるとら@ジャニーズBrain総合1位獲得3年前",,
146,"スマホ1台でできる！日記感覚ブログで月3万円を稼ぐ『アメステップ』
ビジネス
¥4,980
紹介で50%還元（購入者限定）
4.8 (274件)
はたぼー2ヶ月前",https://brain-market.com/u/brain-hatabo/a/bzETNzMjMgoTZsNWa0JXY,"¥4,980",274,brain-hatabo,,"スマホ1台でできる！日記感覚ブログで月3万円を稼ぐ『アメステップ』
ビジネス
¥4,980
紹介で50%還元（購入者限定）
4.8 (274件)
はたぼー2ヶ月前",,
147,"【未経験•顔出しなし】TikTok×占い集客完全攻略マニュアル【AIを駆使して投稿作成】
ビジネス
¥100,000
紹介で30%還元（全員）
5.0 (249件)
ねずみくん3年前",https://brain-market.com/u/koki-br/a/bwczN2cTMgoTZsNWa0JXY,"¥100,000",249,koki-br,,"【未経験•顔出しなし】TikTok×占い集客完全攻略マニュアル【AIを駆使して投稿作成】
ビジネス
¥100,000
紹介で30%還元（全員）
5.0 (249件)
ねずみくん3年前",,
148,"【シリーズ３冠達成！】占いビジネス×AIライティング占術～AIコンテンツメイクのすすめ３
ライティング
¥4,980
紹介で50%還元（全員）
5.0 (245件)
YUKI3年前",https://brain-market.com/u/yknetdiviner/a/bwQTM3UTMgoTZsNWa0JXY,"¥4,980",245,yknetdiviner,,"【シリーズ３冠達成！】占いビジネス×AIライティング占術～AIコンテンツメイクのすすめ３
ライティング
¥4,980
紹介で50%還元（全員）
5.0 (245件)
YUKI3年前",,
149,"Brainの始め方
ビジネス
¥3,980
紹介で50%還元（全員）
4.9 (245件)
まりぴん2年前",https://brain-market.com/u/maripin/a/bzIDMxAjMgoTZsNWa0JXY,"¥3,980",245,maripin,,"Brainの始め方
ビジネス
¥3,980
紹介で50%還元（全員）
4.9 (245件)
まりぴん2年前",,
150,"【インスタ占いの全て】インスタ×占いマーケティングで月50万円稼ぐ全てを解説！【210部突破🎉】
マーケティング
¥49,980
紹介で50%還元（全員）
5.0 (231件)
リアム | インスタ占い2年前",https://brain-market.com/u/liam_uranai/a/b1cTM4gTMgoTZsNWa0JXY,"¥49,980",231,liam_uranai,,"【インスタ占いの全て】インスタ×占いマーケティングで月50万円稼ぐ全てを解説！【210部突破🎉】
マーケティング
¥49,980
紹介で50%還元（全員）
5.0 (231件)
リアム | インスタ占い2年前",,
151,"【AIを駆使して本を出す】30 days Kindle Program【最初の1冊を確実に出す完全ロードマップ】
SEO・ブログ
¥7,480
紹介で50%還元（全員）
4.9 (214件)
カン｜超マネタイズKindle出版3年前",https://brain-market.com/u/kan11/a/b3UTO1YTMgoTZsNWa0JXY,"¥7,480",214,kan11,,"【AIを駆使して本を出す】30 days Kindle Program【最初の1冊を確実に出す完全ロードマップ】
SEO・ブログ
¥7,480
紹介で50%還元（全員）
4.9 (214件)
カン｜超マネタイズKindle出版3年前",,
152,"Brain・Tipsアフィリエイトの教科書「理論編」【激辛出版】
マーケティング
¥9,800
紹介で50%還元（全員）
5.0 (202件)
沖ケイタ5ヶ月前",https://brain-market.com/u/oki-keita/a/bzAzM5IjMgoTZsNWa0JXY,"¥9,800",202,oki-keita,,"Brain・Tipsアフィリエイトの教科書「理論編」【激辛出版】
マーケティング
¥9,800
紹介で50%還元（全員）
5.0 (202件)
沖ケイタ5ヶ月前",,
153,"【870部突破】広告業界30年のプロが伝授するAI時代を勝ち抜く10の秘技『人の感情を動かすライティング術』
ライティング
¥24,800
紹介で50%還元（全員）
5.0 (177件)
アラタメ堂9ヶ月前",https://brain-market.com/u/aratamedo/a/bwYDMxIjMgoTZsNWa0JXY,"¥24,800",177,aratamedo,,"【870部突破】広告業界30年のプロが伝授するAI時代を勝ち抜く10の秘技『人の感情を動かすライティング術』
ライティング
¥24,800
紹介で50%還元（全員）
5.0 (177件)
アラタメ堂9ヶ月前",,
154,"【完全ブルーオーシャン】超初心者でも30日で10万円『高利益率×高回転』在宅ジャニーズグッズ錬金術
物販
¥39,800
紹介で50%還元（購入者限定）
4.9 (156件)
ぽるとら@ジャニーズBrain総合1位獲得4年前",https://brain-market.com/u/portolano/a/bUTM2ETOgoTZsNWa0JXY,"¥39,800",156,portolano,,"【完全ブルーオーシャン】超初心者でも30日で10万円『高利益率×高回転』在宅ジャニーズグッズ錬金術
物販
¥39,800
紹介で50%還元（購入者限定）
4.9 (156件)
ぽるとら@ジャニーズBrain総合1位獲得4年前",,
155,"【副業AI占い】ChatGPT×Canva【おみくじ＆新春タロット占い】速習パック2024
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (152件)
YUKI2年前",https://brain-market.com/u/yknetdiviner/a/b5MDN4gTMgoTZsNWa0JXY,"¥4,980",152,yknetdiviner,,"【副業AI占い】ChatGPT×Canva【おみくじ＆新春タロット占い】速習パック2024
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (152件)
YUKI2年前",,
156,"【副業占いに禁断の神ツール降臨】シャドウAIタロット鑑定自動化パッケージ
ビジネス
¥35,000
紹介で50%還元（全員）
5.0 (133件)
YUKI1年前",https://brain-market.com/u/yknetdiviner/a/b5UzMxAjMgoTZsNWa0JXY,"¥35,000",133,yknetdiviner,,"【副業占いに禁断の神ツール降臨】シャドウAIタロット鑑定自動化パッケージ
ビジネス
¥35,000
紹介で50%還元（全員）
5.0 (133件)
YUKI1年前",,
157,"【音楽知識ゼロでもプロクオリティ】たった2つの質問であなたのイメージが神曲になるGPTs
その他
¥8,980
紹介で50%還元（全員）
4.9 (130件)
ヌンちゃま🥸AI音楽の先生8ヶ月前",https://brain-market.com/u/meison/a/b0kTMzIjMgoTZsNWa0JXY,"¥8,980",130,meison,,"【音楽知識ゼロでもプロクオリティ】たった2つの質問であなたのイメージが神曲になるGPTs
その他
¥8,980
紹介で50%還元（全員）
4.9 (130件)
ヌンちゃま🥸AI音楽の先生8ヶ月前",,
158,"【200部突破】AIに指示するだけでできる非常識コンテンツメイキング術とその活用術
SEO・ブログ
¥1,980
紹介で50%還元（全員）
5.0 (124件)
coocha3年前",https://brain-market.com/u/coocha/a/b2UzN3UTMgoTZsNWa0JXY,"¥1,980",124,coocha,,"【200部突破】AIに指示するだけでできる非常識コンテンツメイキング術とその活用術
SEO・ブログ
¥1,980
紹介で50%還元（全員）
5.0 (124件)
coocha3年前",,
159,"【YouTube収益化✖️主婦のAI副業】おきるママのYouTube脱サラ計画へようこそ
YouTube
¥29,800
紹介で50%還元（全員）
5.0 (122件)
おきるママ1年前",https://brain-market.com/u/okriumama/a/bwETNyEjMgoTZsNWa0JXY,"¥29,800",122,okriumama,,"【YouTube収益化✖️主婦のAI副業】おきるママのYouTube脱サラ計画へようこそ
YouTube
¥29,800
紹介で50%還元（全員）
5.0 (122件)
おきるママ1年前",,
160,"【AIライジング】GPTsセット80個超｜ChatGPT活用大全付き
マーケティング
¥49,800
紹介で50%還元（全員）
4.9 (123件)
ヒナキラ1年前",https://brain-market.com/u/hinakira/a/bwIDO2AjMgoTZsNWa0JXY,"¥49,800",80,hinakira,,"【AIライジング】GPTsセット80個超｜ChatGPT活用大全付き
マーケティング
¥49,800
紹介で50%還元（全員）
4.9 (123件)
ヒナキラ1年前",,
161,"【AIで鑑定作成】副業占い完全攻略マニュアル【0→1突破ロードマップ付き】
ビジネス
¥9,980
紹介で30%還元（全員）
5.0 (457件)
ねずみくん3年前",https://brain-market.com/u/koki-br/a/b1EzNxUTMgoTZsNWa0JXY,"¥9,980",457,koki-br,,"【AIで鑑定作成】副業占い完全攻略マニュアル【0→1突破ロードマップ付き】
ビジネス
¥9,980
紹介で30%還元（全員）
5.0 (457件)
ねずみくん3年前",,
162,"【爆速で0→1突破へ】AI × 誕生日占い鑑定書作成バイブル～稼ぎに特化した副業ネット占いビジネス
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (420件)
YUKI3年前",https://brain-market.com/u/yknetdiviner/a/b0kTO4cTMgoTZsNWa0JXY,"¥4,980",420,yknetdiviner,,"【爆速で0→1突破へ】AI × 誕生日占い鑑定書作成バイブル～稼ぎに特化した副業ネット占いビジネス
ビジネス
¥4,980
紹介で50%還元（全員）
5.0 (420件)
YUKI3年前",,
163,"【シリーズ5冠達成❢】ブロガーも必見！激時短AIライティング術【秀逸】属人性AI導入の指南書～AIコンテンツメイクのすすめ
その他
¥3,980
紹介で50%還元（全員）
5.0 (341件)
右京3年前",https://brain-market.com/u/brain/a/b2cDOxQTMgoTZsNWa0JXY,"¥3,980",341,brain,,"【シリーズ5冠達成❢】ブロガーも必見！激時短AIライティング術【秀逸】属人性AI導入の指南書～AIコンテンツメイクのすすめ
その他
¥3,980
紹介で50%還元（全員）
5.0 (341件)
右京3年前",,
164,"【2025年更新】インスタ占いスタートガイド ~占いもインスタも知識・経験0から始める初心者戦略~【総合ランキング1位獲得👑】【400部突破】
SNS
¥3,980
紹介で50%還元（全員）
5.0 (305件)
リアム | インスタ占い2年前",https://brain-market.com/u/liam_uranai/a/bwgjN5kTMgoTZsNWa0JXY,"¥3,980",305,liam_uranai,,"【2025年更新】インスタ占いスタートガイド ~占いもインスタも知識・経験0から始める初心者戦略~【総合ランキング1位獲得👑】【400部突破】
SNS
¥3,980
紹介で50%還元（全員）
5.0 (305件)
リアム | インスタ占い2年前",,
165,"【超初心者でも勝ち確】労働からの脱却『1年で利益1000万円稼いだ』在宅ジャニーズ円盤投資術
物販
¥39,800
紹介で50%還元（購入者限定）
5.0 (284件)
ぽるとら@ジャニーズBrain総合1位獲得3年前",https://brain-market.com/u/portolano/a/b3YTN2MTMgoTZsNWa0JXY,"¥39,800",284,portolano,,"【超初心者でも勝ち確】労働からの脱却『1年で利益1000万円稼いだ』在宅ジャニーズ円盤投資術
物販
¥39,800
紹介で50%還元（購入者限定）
5.0 (284件)
ぽるとら@ジャニーズBrain総合1位獲得3年前",,
166,"スマホ1台でできる！日記感覚ブログで月3万円を稼ぐ『アメステップ』
ビジネス
¥4,980
紹介で50%還元（購入者限定）
4.8 (274件)
はたぼー2ヶ月前",https://brain-market.com/u/brain-hatabo/a/bzETNzMjMgoTZsNWa0JXY,"¥4,980",274,brain-hatabo,,"スマホ1台でできる！日記感覚ブログで月3万円を稼ぐ『アメステップ』
ビジネス
¥4,980
紹介で50%還元（購入者限定）
4.8 (274件)
はたぼー2ヶ月前",,
167,"【未経験•顔出しなし】TikTok×占い集客完全攻略マニュアル【AIを駆使して投稿作成】
ビジネス
¥100,000
紹介で30%還元（全員）
5.0 (249件)
ねずみくん3年前",https://brain-market.com/u/koki-br/a/bwczN2cTMgoTZsNWa0JXY,"¥100,000",249,koki-br,,"【未経験•顔出しなし】TikTok×占い集客完全攻略マニュアル【AIを駆使して投稿作成】
ビジネス
¥100,000
紹介で30%還元（全員）
5.0 (249件)
ねずみくん3年前",,
168,"【シリーズ３冠達成！】占いビジネス×AIライティング占術～AIコンテンツメイクのすすめ３
ライティング
¥4,980
紹介で50%還元（全員）
5.0 (245件)
YUKI3年前",https://brain-market.com/u/yknetdiviner/a/bwQTM3UTMgoTZsNWa0JXY,"¥4,980",245,yknetdiviner,,"【シリーズ３冠達成！】占いビジネス×AIライティング占術～AIコンテンツメイクのすすめ３
ライティング
¥4,980
紹介で50%還元（全員）
5.0 (245件)
YUKI3年前",,
169,"Brainの始め方
ビジネス
¥3,980
紹介で50%還元（全員）
4.9 (245件)
まりぴん2年前",https://brain-market.com/u/maripin/a/bzIDMxAjMgoTZsNWa0JXY,"¥3,980",245,maripin,,"Brainの始め方
ビジネス
¥3,980
紹介で50%還元（全員）
4.9 (245件)
まりぴん2年前",,
170,"【インスタ占いの全て】インスタ×占いマーケティングで月50万円稼ぐ全てを解説！【210部突破🎉】
マーケティング
¥49,980
紹介で50%還元（全員）
5.0 (231件)
リアム | インスタ占い2年前",https://brain-market.com/u/liam_uranai/a/b1cTM4gTMgoTZsNWa0JXY,"¥49,980",231,liam_uranai,,"【インスタ占いの全て】インスタ×占いマーケティングで月50万円稼ぐ全てを解説！【210部突破🎉】
マーケティング
¥49,980
紹介で50%還元（全員）
5.0 (231件)
リアム | インスタ占い2年前",,
